,text,likes,retweets,replies,Year,lemmatized,polarity,subjectivity,polarity_text
38883,"Capture by #Nokia_7_plus #No_edit
@NokiamobBlog @sarvikas @NokiamobileIN @NokiaMobile @NokiaRevolutionpic.twitter.com/uniaMiHw2N",61,3,0,2018,capture by nokia_7_plus no_edit nokiamobblog sarvikas nokiamobilein nokiamobile nokiarevolutionpic twitter com uniamihw2n,0.0,0.0,neutral
39006,"Cardi B and Nicki Minaj is both cancelled. 

Listen to Noname and Princess Nokia.",31,7,1,2018,cardi nicki minaj both cancelled listen noname princess nokia,0.0,0.0,neutral
39076,Just look at the production quality of Omisore's advert. Looks like it was shot on a Nokia 3310.,47,22,14,2018,just look at production quality omisore advert look like wa shot nokia 3310,0.0,0.0,neutral
39135,"Scrum V...19 mins talking about NZ v SA (with photos only), followed by talking about Pro 14, and then showing about a 1/4 of Premiership tries - which look like they’ve been filmed on a Nokia. Either show the WP properly or don’t bother.",119,13,4,2018,scrum v 19 min talking about nz v sa with photo only followed by talking about pro 14 then showing about 1 4 premiership try which look like ve been filmed nokia either show wp properly or don t bother,0.0,0.55,neutral
39219,nokia cant relate,28,0,2,2018,nokia cant relate,0.0,0.0,neutral
39246,"After FCC, Nokia TA-1096 gets certified in Canada too https://nokiapoweruser.com/after-fcc-nokia-ta-1096-gets-certified-in-canada-too/ …pic.twitter.com/2Op13lpY2e",77,8,3,2018,after fcc nokia ta 1096 get certified canada too nokiapoweruser com after fcc nokia ta 1096 get certified canada too pic twitter com 2op13lpy2e,0.0,0.0,neutral
39275,But not the nokia,22,2,1,2018,but not nokia,0.0,0.0,neutral
39561,ICYMI: watch our CEO Rajeev Suri as he's participating in the 'Strategic outlook on the #digitaleconomy' panel at #WEF19 #DigitalTransformation #5G #industry40 https://nokia.ly/2FEmBzk pic.twitter.com/bJbfAUZjoz,68,14,1,2019,icymi watch our ceo rajeev suri a he participating strategic outlook digitaleconomy panel at wef19 digitaltransformation 5g industry40 nokia 2fembzk pic twitter com bjbfauzjoz,0.0,0.0,neutral
39597,mine by princess nokia ,104,0,2,2019,mine by princess nokia,0.0,0.0,neutral
39731,"HMD reveals roadmap for Android Pie updates, with the Nokia 3.1 Plus and 5 next in line #androidpie #nokia https://www.neowin.net/news/hmd-reveals-roadmap-for-android-pie-updates-with-the-nokia-31-plus-and-5-next-in-line …pic.twitter.com/WPy6VvBG9r",121,12,2,2019,hmd reveals roadmap android pie update with nokia 3 1 plus 5 next line androidpie nokia neowin net news hmd reveals roadmap android pie update with nokia 31 plus 5 next line pic twitter com wpy6vvbg9r,0.0,0.0,neutral
39742,"Android 9 Pie reportedly coming to Nokia 3.1 Plus and 5 this week; Schedule known for Nokia 6, 3, 1 and others https://nokiamob.net/2019/01/22/android-9-pie-reportedly-coming-to-nokia-3-1-plus-and-5-this-week-schedule-known-for-nokia-6-3-1-and-others/ …pic.twitter.com/Dkw5hzsPz5",67,11,4,2019,android 9 pie reportedly coming nokia 3 1 plus 5 this week schedule known nokia 6 3 1 others nokiamob net 2019 01 22 android 9 pie reportedly coming nokia 3 1 plus 5 this week schedule known nokia 6 3 1 others pic twitter com dkw5hzspz5,0.0,0.0,neutral
39805,"Pie Roadmap: Nokia 3.1 Plus & 5 to get Android Pie this week, Nokia 1 & 3 last to get pie https://nokiapoweruser.com/pie-roadmap-nokia-3-1-plus-5-to-get-android-pie-this-week-nokia-1-3-last-to-get-pie/ …pic.twitter.com/bxUe3BXJao",120,3,15,2019,pie roadmap nokia 3 1 plus 5 get android pie this week nokia 1 3 last get pie nokiapoweruser com pie roadmap nokia 3 1 plus 5 get android pie this week nokia 1 3 last get pie pic twitter com bxue3bxjao,0.0,0.06666666666666667,neutral
39909,"Year Founded: 

1865 Nokia
1876 Ericsson 
1911 IBM
1928 Motorola
1938 Samsung
1939 HP
1946 Sony
1968 Intel
1971 @WEF #DAVOS
1975 Microsoft
1976 Apple
1984 Cisco
1994 Amazon
1997 Netflix
1998 Google
1999 Salesforce
2003 Tesla
2004 Facebook
2006 Twitter
2008 Airbnb
2009 Uber #WEF19",66,33,5,2019,year founded 1865 nokia 1876 ericsson 1911 ibm 1928 motorola 1938 samsung 1939 hp 1946 sony 1968 intel 1971 wef davos 1975 microsoft 1976 apple 1984 cisco 1994 amazon 1997 netflix 1998 google 1999 salesforce 2003 tesla 2004 facebook 2006 twitter 2008 airbnb 2009 uber wef19,0.0,0.0,neutral
39997,Updated with list of markets. Nokia 7 Plus & 6.1 receiving January Security update now https://nokiapoweruser.com/nokia-7-plus-6-1-receiving-january-security-update-now-list-of-markets/ …pic.twitter.com/KzSWdxonYC,36,2,3,2019,updated with list market nokia 7 plus 6 1 receiving january security update now nokiapoweruser com nokia 7 plus 6 1 receiving january security update now list market pic twitter com kzswdxonyc,0.0,0.0,neutral
40011,I will start to provide Nokia X7 to 8.1 Global Conversion service within next 5 days - stay tuned! pic.twitter.com/R5ATwRkP12,25,2,10,2019,will start provide nokia x7 8 1 global conversion service within next 5 day stay tuned pic twitter com r5atwrkp12,0.0,0.0,neutral
40025,Nokia 7 Plus & 6.1 receiving January Security update now https://nokiapoweruser.com/nokia-7-plus-6-1-receiving-january-security-update-now-list-of-markets/ …pic.twitter.com/ymrFg2k0WV,57,2,4,2019,nokia 7 plus 6 1 receiving january security update now nokiapoweruser com nokia 7 plus 6 1 receiving january security update now list market pic twitter com ymrfg2k0wv,0.0,0.0,neutral
40046,"Safaricom does not even come close to this:

By 2000, Nokia accounted for a mind boggling 4% of Finnish GDP, 70% of Helsinki's stock exchange market capital, 43% of corporate R&D, 21% of total exports and 14% of corporate tax revenues. 

This is my neck of the woods, brother.",64,7,6,2019,safaricom doe not even come close this by 2000 nokia accounted mind boggling 4 finnish gdp 70 helsinki stock exchange market capital 43 corporate r d 21 total export 14 corporate tax revenue this my neck wood brother,0.0,0.25,neutral
40048,Nokia 2.1 also started receiving the January 2019 security update https://nokiamob.net/2019/01/22/nokia-2-1-also-started-receiving-the-january-2019-security-update/ …pic.twitter.com/7AEb8mPBZ1,50,3,0,2019,nokia 2 1 also started receiving january 2019 security update nokiamob net 2019 01 22 nokia 2 1 also started receiving january 2019 security update pic twitter com 7aeb8mpbz1,0.0,0.0,neutral
40098,"The problem is you either don’t read or if you read, you don’t understand my tweets ..... None of the companies you mentioned were “Dominant” in their domestic economies .... Nokia was big globally but not dominant in Finland ... be patient in reading & understanding.",23,5,2,2019,problem you either don t read or if you read you don t understand my tweet none company you mentioned were dominant their domestic economy nokia wa big globally but not dominant finland be patient reading understanding,0.0,0.06666666666666667,neutral
40099,"#Nokia 8 reportedly starts receiving Android 9 Pie update with December 2018 security patch, system stability
https://www.91mobiles.com/hub/nokia-8-android-9-pie-update-details/ …",34,1,0,2019,nokia 8 reportedly start receiving android 9 pie update with december 2018 security patch system stability 91mobiles com hub nokia 8 android 9 pie update detail,0.0,0.0,neutral
40188,Nokia 7 Plus and Nokia 6.1 receiving the Google Security Patch for January https://nokiamob.net/2019/01/22/nokia-7-plus-and-nokia-6-1-receiving-the-google-security-patch-for-january/ …pic.twitter.com/rh4bWkBm35,66,5,8,2019,nokia 7 plus nokia 6 1 receiving google security patch january nokiamob net 2019 01 22 nokia 7 plus nokia 6 1 receiving google security patch january pic twitter com rh4bwkbm35,0.0,0.0,neutral
40319,Fisrt strike for not hearing bb because he was focused on the heritage bank.which they won the challene.week two conspiracy card played he won nokia challenge.Tobi Bakre all the  way,36,0,0,2018,fisrt strike not hearing bb because he wa focused heritage bank which won challene week two conspiracy card played he won nokia challenge tobi bakre all way,0.0,0.0,neutral
40593,#BBNaija Yoruba Boys won  the Nokia Challenge  #TeamRicopic.twitter.com/z8Hry282Bs,72,12,5,2018,bbnaija yoruba boy won nokia challenge teamricopic twitter com z8hry282bs,0.0,0.0,neutral
40665,"Cee-C fans when they heard Tobi and Ricco won the Nokia Challenge    
#BBNaijapic.twitter.com/dnzGHJddT0",96,15,7,2018,cee c fan when heard tobi ricco won nokia challenge bbnaijapic twitter com dnzghjddt0,0.0,0.0,neutral
40974,Nokia 2 beta labs program for Android Oreo has ended https://nokiamob.net/2019/02/09/nokia-2-beta-labs-program-for-android-oreo-has-ended/ …pic.twitter.com/LFkX5AsVlH,29,1,0,2019,nokia 2 beta lab program android oreo ha ended nokiamob net 2019 02 09 nokia 2 beta lab program android oreo ha ended pic twitter com lfkx5asvlh,0.0,0.0,neutral
41015,Now any Nokia fans can meet Alia Bhatt and Ranveer Kapoor! Just download this app #Nokia #NokiaMobile https://nokiapoweruser.com/now-any-nokia-fan-can-meet-alia-bhatt-and-ranveer-kapoor-just-download-this-app/ …pic.twitter.com/6a7GeSX8YA,51,3,3,2019,now any nokia fan can meet alia bhatt ranveer kapoor just download this app nokia nokiamobile nokiapoweruser com now any nokia fan can meet alia bhatt ranveer kapoor just download this app pic twitter com 6a7gesx8ya,0.0,0.0,neutral
41037,Relationship used to last longer when everybody was using Nokia 3310.   ,132,35,0,2019,relationship used last longer when everybody wa using nokia 3310,0.0,0.06666666666666667,neutral
41079,iPhone X verses Nokia 3310 pic.twitter.com/NE3uuPT040,170,73,16,2019,iphone verse nokia 3310 pic twitter com ne3uupt040,0.0,0.0,neutral
41094,Click in #nokia 6.1 plus #promode @nokia @NokiamobBlog @Nokiapoweruserpic.twitter.com/CPJ8e7RYoQ,31,1,1,2019,click nokia 6 1 plus promode nokia nokiamobblog nokiapoweruserpic twitter com cpj8e7ryoq,0.0,0.0,neutral
41171,Nokia 5.1 Plus soon coming to the US as B&H exclusive deal. Details inside https://nokiapoweruser.com/nokia-5-1-plus-soon-coming-to-the-us-as-bh-exclusive-deal/ …pic.twitter.com/8iETToyaBW,32,0,0,2019,nokia 5 1 plus soon coming a h exclusive deal detail inside nokiapoweruser com nokia 5 1 plus soon coming a bh exclusive deal pic twitter com 8iettoyabw,0.0,0.0,neutral
41231,"And here's the Nokia 6.2 updated concept. This is a bit tricky tho, since now I have to make it with Inkscape, because of some limitation @NokiamobBlog @nokianesia @nokia_anew @NokiaRevolutionpic.twitter.com/6578LKpsQ3",25,0,2,2019,here nokia 6 2 updated concept this bit tricky tho since now have make with inkscape because some limitation nokiamobblog nokianesia nokia_anew nokiarevolutionpic twitter com 6578lkpsq3,0.0,0.0,neutral
41470,"Short on @Nokia7Plus0 & prossed 
I took the Nokia 6.1 Plus for my brother 
@Nokiapoweruser @NokiamobBlog @NokiaFanss @sarvikas @mehta_ajey @NokiamobileIN @NokiaFanPak @nokia @NokiaMobile @NokiaOzo @Nokia7Plus0 @nokiashoutout @plus_nokia pic.twitter.com/1ZKNcsyPI7",47,4,2,2019,short nokia7plus0 prossed took nokia 6 1 plus my brother nokiapoweruser nokiamobblog nokiafanss sarvikas mehta_ajey nokiamobilein nokiafanpak nokia nokiamobile nokiaozo nokia7plus0 nokiashoutout plus_nokia pic twitter com 1zkncsypi7,0.0,0.3,neutral
41555,Princess Nokia appreciation tweet: pic.twitter.com/yXZUFY2UOf,35,2,0,2018,princess nokia appreciation tweet pic twitter com yxzufy2uof,0.0,0.0,neutral
41560,Boy why are filming with a 2003 Nokia,68,1,1,2018,boy why are filming with 2003 nokia,0.0,0.0,neutral
41590,How can i achieve this with a Nokia 3310?,49,3,6,2018,how can achieve this with nokia 3310,0.0,0.0,neutral
41632,Was this picture taken with Nokia usher?,50,1,2,2018,wa this picture taken with nokia usher,0.0,0.0,neutral
41660,so yall filming with nokia flip phones now huh pic.twitter.com/cFhsja5HKB,603,102,3,2018,so yall filming with nokia flip phone now huh pic twitter com cfhsja5hkb,0.0,0.0,neutral
41723,Nokia doodle pic.twitter.com/HasEEy7R0W,244,44,4,2018,nokia doodle pic twitter com haseey7r0w,0.0,0.0,neutral
41838,This is HMD's big plan to boost sales of Nokia smartphones in India http://bit.ly/2H02PP2  via @gadgetsnow,38,2,3,2018,this hmd big plan boost sale nokia smartphones india bit 2h02pp2 gadgetsnow,0.0,0.1,neutral
41844,Nokia 7 Plus Unboxing : India Launch With Android One : iGyaan: http://youtu.be/IZVB2W80Zpg?a  via @YouTube,117,15,6,2018,nokia 7 plus unboxing india launch with android one igyaan youtu be izvb2w80zpg youtube,0.0,0.0,neutral
41847,I added a video to a @YouTube playlist http://youtu.be/IZVB2W80Zpg?a  Nokia 7 Plus Unboxing : India Launch : iGyaan,102,13,2,2018,added video youtube playlist youtu be izvb2w80zpg nokia 7 plus unboxing india launch igyaan,0.0,0.0,neutral
42068,Nokia Mobile French (Facebook Page)...  #inspiredbynokiapic.twitter.com/kKIX1ZtzvH,33,28,2,2018,nokia mobile french facebook page inspiredbynokiapic twitter com kkix1ztzvh,0.0,0.0,neutral
42251,"Meet the Ion Mini, a KitKat running Nokia smartphone from 2013 https://nokiamob.net/2019/05/12/meet-the-ion-mini-a-kitkat-running-nokia-smartphone-from-2013/ …pic.twitter.com/NxDxscXj5r",82,9,6,2019,meet ion mini kitkat running nokia smartphone from 2013 nokiamob net 2019 05 12 meet ion mini kitkat running nokia smartphone from 2013 pic twitter com nxdxscxj5r,0.0,0.0,neutral
42331,Raindrops on a petal... #nokia #nokia9 #nokia9pureview #pureview #photography #petal #raindrops #camera #photo #flower @NokiaMobile @sarvikas @NokiamobBlog @Nokiapoweruser @teampureviewpic.twitter.com/kUcFxppuko,86,5,2,2019,raindrop petal nokia nokia9 nokia9pureview pureview photography petal raindrop camera photo flower nokiamobile sarvikas nokiamobblog nokiapoweruser teampureviewpic twitter com kucfxppuko,0.0,0.0,neutral
42542,"Was using a Nokia N82 then, I would open 2go and minimize it when I was going to school so my star can increase. https://twitter.com/farouq_yahaya/status/1127504764386803713 …",99,8,3,2019,wa using nokia n82 then would open 2go minimize when wa going school so my star can increase twitter com farouq_yahaya status 1127504764386803713,0.0,0.5,neutral
42568,"What does the future look like? Well, nobody knows, but this Nok might give us a hint! http://ow.ly/9TCF50u6XMS  #Finland #Nokia #Data #5G",27,13,0,2019,what doe future look like well nobody know but this nok might give hint ow 9tcf50u6xms finland nokia data 5g,0.0,0.125,neutral
42617,"Last week ki Khabre 

Aapka pasandidar phone ?????

OnePlus 7 Pro Teasers, Pixel 3a Launch, Nokia 4.2 India Release, Realme X
OnePlus 7 Pro 
Moto one vision
Nokia 4.2 India 
Upcoming Realme X and Redmi flagship Asus Zenfone 6 launch 16th May
Oppo reno 28th may launch..... pic.twitter.com/Pz25ReTEBn",240,20,44,2019,last week ki khabre aapka pasandidar phone oneplus 7 pro teaser pixel 3a launch nokia 4 2 india release realme oneplus 7 pro moto one vision nokia 4 2 india upcoming realme redmi flagship asus zenfone 6 launch 16th may oppo reno 28th may launch pic twitter com pz25retebn,0.0,0.06666666666666667,neutral
42841,HMD Global will address the fingerprint scanner issue of Nokia 9 PureView https://nokiamob.net/2019/04/23/hmd-global-will-address-the-fingerprint-scanner-issue-of-nokia-9-pureview/ …pic.twitter.com/9ABl9FTNap,37,4,2,2019,hmd global will address fingerprint scanner issue nokia 9 pureview nokiamob net 2019 04 23 hmd global will address fingerprint scanner issue nokia 9 pureview pic twitter com 9abl9ftnap,0.0,0.0,neutral
43027,Nokia 9 PureView $100 cheaper on Amazon https://nokiamob.net/2019/04/23/nokia-9-pureview-100-cheaper-on-amazon/ …pic.twitter.com/UUseyHz082,42,2,2,2019,nokia 9 pureview 100 cheaper amazon nokiamob net 2019 04 23 nokia 9 pureview 100 cheaper amazon pic twitter com uuseyhz082,0.0,0.0,neutral
43222,HMD to investigate Nokia 9 PureView fingerprint scanner issue https://nokiafanss.in/hmd-to-investigate-the-nokia-9-pureview-fingerprint-scanner-issue/ …,22,1,2,2019,hmd investigate nokia 9 pureview fingerprint scanner issue nokiafanss hmd investigate nokia 9 pureview fingerprint scanner issue,0.0,0.0,neutral
43269,HMD has just gotten back to me about the Nokia 9 fingerprint reader. They are investigating it. pic.twitter.com/EbeqQ35422,132,6,5,2019,hmd ha just gotten back me about nokia 9 fingerprint reader are investigating pic twitter com ebeqq35422,0.0,0.0,neutral
43281,"Shot on Nokia 8.1 Processed  
@NokiaMobile @NokiamobileIN @mehta_ajey @sarvikas @DhingraRisha @TheShroffster @TheRealPSingh @ZEISSLenses @ecassina @Nokiapoweruser @NokiamobBlog @500px
#shotonnokia #expectmorepic.twitter.com/5cr9O6hnvr",62,2,1,2019,shot nokia 8 1 processed nokiamobile nokiamobilein mehta_ajey sarvikas dhingrarisha theshroffster therealpsingh zeisslenses ecassina nokiapoweruser nokiamobblog 500px shotonnokia expectmorepic twitter com 5cr9o6hnvr,0.0,0.0,neutral
43298,no because I traded the KIA in for a Nokia,43,6,3,2019,no because traded kia nokia,0.0,0.0,neutral
43310,"Now in its sixth year, the Bell Labs Prize offers $175,000 in prize money to the winners and the opportunity to collaborate for #ideas that will redefine human experience. Deadline to apply is Friday, 26 April, 2019! https://nokia.ly/2FE96Nk  @BellLabs #innovationpic.twitter.com/4YCoIqCTFj",61,8,1,2019,now it sixth year bell lab prize offer 175 000 prize money winner opportunity collaborate idea that will redefine human experience deadline apply friday 26 april 2019 nokia 2fe96nk belllabs innovationpic twitter com 4ycoiqctfj,0.0,0.1,neutral
43399,#Nokia CEO Rajeev Suri talks about #5G in Davos.https://www.reuters.com/video/watch/idRCV007QV4 …,26,4,1,2020,nokia ceo rajeev suri talk about 5g davos reuters com video watch idrcv007qv4,0.0,0.0,neutral
43421,It is. There are. @nokia @ericsson @Cisco @fujitsu_uk @SamsungUK all run 5G. They can’t compete on price with Huawei but then they aren’t state backed.,769,761,44,2020,there are nokia ericsson cisco fujitsu_uk samsunguk all run 5g can t compete price with huawei but then aren t state backed,0.0,0.0,neutral
43502,Nokia plans to close the R&D department in the Philippines. https://nokiamob.net/2020/01/23/nokia-plans-to-close-the-rd-department-in-the-philippines/ …pic.twitter.com/BZhJJKcfB8,33,1,2,2020,nokia plan close r d department philippine nokiamob net 2020 01 23 nokia plan close rd department philippine pic twitter com bzhjjkcfb8,0.0,0.0,neutral
43618,"I beg you, I know my voice is deep, I don’t care that it makes your clit do the Nokia 3310 vibration plz, if you have no comments to make about my actual writing then be gone you vagina vagabonds",33,3,4,2020,beg you know my voice deep don t care that make your clit do nokia 3310 vibration plz if you have no comment make about my actual writing then be gone you vagina vagabond,0.0,0.25,neutral
43629,Nokia 7.2 and Nokia 6.2 receive permanent offline price cut in India https://nokiamob.net/2020/01/23/nokia-7-2-and-nokia-6-2-receive-permanent-offline-price-cut-in-india/ …pic.twitter.com/hC8azFonvG,99,6,3,2020,nokia 7 2 nokia 6 2 receive permanent offline price cut india nokiamob net 2020 01 23 nokia 7 2 nokia 6 2 receive permanent offline price cut india pic twitter com hc8azfonvg,0.0,0.0,neutral
43635,"Your birthday will decide d phone you will get.

January:  Huawei Mate 20
February: iPhone X
March: Tecno Camon CX
April: Nokia 8
May: iPhone 11 pro
June: Gionee P5
July: Samsung S10
August: ITEL S15
Sept: infinix Zero 5
October: LG V30
November: HTC
December: Sony",408,128,142,2020,your birthday will decide d phone you will get january huawei mate 20 february iphone march tecno camon cx april nokia 8 may iphone 11 pro june gionee p5 july samsung s10 august itel s15 sept infinix zero 5 october lg v30 november htc december sony,0.0,0.0,neutral
43709,You think this shit phases me... My sister bought me a bomb ass suit for her wedding and I wore it at St Columba when my dad bought me a Nokia E50 after I got 18 points at Msce ..... Thanks for sharing me this picture it's Thursday let me throw back.... Bitch ass https://twitter.com/Abdul31062807/status/1220359873122185216 …,26,3,7,2020,you this shit phase me my sister bought me bomb as suit her wedding wore at st columba when my dad bought me nokia e50 after got 18 point at msce thanks sharing me this picture thursday let me throw back bitch as twitter com abdul31062807 status 1220359873122185216,0.0,0.3333333333333333,neutral
43946,"She Wanted To Break My Heart 
         But 
             I Was Nokia 1208

(Unbreakable)",65,47,1,2020,she wanted break my heart but wa nokia 1208 unbreakable,0.0,0.0,neutral
44055,driving home #mooizuidholland #wolken #clouds #zon #sun #N210 #dutch #landscape #shotonmynokia #nofilter #nokia9 #pureview #nokia9pureview #nokia #nothingbutanokia #nban #itsmynokia https://ift.tt/2TUqcQx pic.twitter.com/y7mivd3nnp,41,6,1,2019,driving home mooizuidholland wolken cloud zon sun n210 dutch landscape shotonmynokia nofilter nokia9 pureview nokia9pureview nokia nothingbutanokia nban itsmynokia ift tt 2tuqcqx pic twitter com y7mivd3nnp,0.0,0.0,neutral
44071,Give me that Nokia N-Gage 2. https://twitter.com/DaemZero/status/1107746148331118592 …,21,0,2,2019,give me that nokia n gage 2 twitter com daemzero status 1107746148331118592,0.0,0.0,neutral
44095,Always that one kid in group projects who’s gotta have a Nokia 500 and ruins the chances of having an iMessage group chat,45,1,0,2019,always that one kid group project who gotta have nokia 500 ruin chance having an imessage group chat,0.0,0.0,neutral
44160,Should I play the Nokia ringtone in all 12 keys instead of my concerto,26,1,1,2019,should play nokia ringtone all 12 key instead my concerto,0.0,1.0,neutral
44259,"Current phone you are using... Let's do a thread.

Mine : Nokia 5 ",127,6,185,2019,current phone you are using let do thread mine nokia 5,0.0,0.4,neutral
44424,Nokia 8.1 also receiving March Security update now https://nokiapoweruser.com/nokia-8-1-also-receiving-march-security-update-now/ …pic.twitter.com/49DeSp8GTX,91,7,10,2019,nokia 8 1 also receiving march security update now nokiapoweruser com nokia 8 1 also receiving march security update now pic twitter com 49desp8gtx,0.0,0.0,neutral
44628,"The #nokia7plus capture
@sarvikas @jalakarhu @NokiaMobile @NokiamobileIN @Nokiapoweruser @nokia pic.twitter.com/HGz5fpn2Ul",78,1,2,2019,nokia7plus capture sarvikas jalakarhu nokiamobile nokiamobilein nokiapoweruser nokia pic twitter com hgz5fpn2ul,0.0,0.0,neutral
44630,Nokia 5.1 Plus receiving March Security update https://nokiapoweruser.com/nokia-5-1-plus-receiving-march-security-update/ …pic.twitter.com/9pSbdKfgQf,58,6,5,2019,nokia 5 1 plus receiving march security update nokiapoweruser com nokia 5 1 plus receiving march security update pic twitter com 9psbdkfgqf,0.0,0.0,neutral
44661,Ei wonua nono oo... Na kyer3s3 Nokia 3310 koraa y3de Ky33 no... But man say he was then bleeding. ,21,0,2,2019,ei wonua nono oo na kyer3s3 nokia 3310 koraa y3de ky33 no but man say he wa then bleeding,0.0,0.0,neutral
44921,"Nokia 5.2, 6.2, and 7.2 announcements at IFA 2019 now look very likely - http://www.phonearena.com/news/Nokia-5-2-6-2-7-2-announcement-IFA-2019-report_id118121 …",29,3,0,2019,nokia 5 2 6 2 7 2 announcement at ifa 2019 now look very likely phonearena com news nokia 5 2 6 2 7 2 announcement ifa 2019 report_id118121,0.0,1.0,neutral
44960,"From rubber galoshes to telecom industry
@nokia
#PivotingCompanies
#StartupSundaypic.twitter.com/LljgQ3hNfk",26,9,0,2019,from rubber galosh telecom industry nokia pivotingcompanies startupsundaypic twitter com lljgq3hnfk,0.0,0.0,neutral
44977,"RT this post : Geekbench List Par Saamne Aaye Nokia 7.2 Smartphone Ke Specs, https://sharmajiinfinity.com/geekbench-list-par-saamne-aaye-nokia-7-2-smartphone-ke-specs/ …",213,25,7,2019,rt this post geekbench list par saamne aaye nokia 7 2 smartphone ke spec sharmajiinfinity com geekbench list par saamne aaye nokia 7 2 smartphone ke spec,0.0,0.0,neutral
45080,I bet that Nokia 3310 still has 2 bars of battery left..,23,1,0,2019,bet that nokia 3310 ha 2 bar battery left,0.0,0.0,neutral
45153,Nokia8.1 and proceed @sarvikas @NokiaMobile @NokiamobileIN @nokia @Nokiapoweruser @NokiaFanss @googlephotospic.twitter.com/9w08dIiUra,40,3,2,2019,nokia8 1 proceed sarvikas nokiamobile nokiamobilein nokia nokiapoweruser nokiafanss googlephotospic twitter com 9w08diiura,0.0,0.0,neutral
45155,"Rumor: HMD to launch Nokia 5.2 along with Nokia 6.2, 7.2 and 3 feature phones on September 5. https://nokiapoweruser.com/rumor-hmd-to-launch-nokia-5-2-along-with-nokia-6-2-7-2-on-september-5/ …pic.twitter.com/mFKAghvYkC",39,4,0,2019,rumor hmd launch nokia 5 2 along with nokia 6 2 7 2 3 feature phone september 5 nokiapoweruser com rumor hmd launch nokia 5 2 along with nokia 6 2 7 2 september 5 pic twitter com mfkaghvykc,0.0,0.0,neutral
45208,"Sunset Glow 
Shot On Nokia 8.1 Processed 
@NokiaMobile @NokiamobileIN @TeamJuJu @Nokiapoweruser @NokiamobBlog @ZEISSLenses @500px
#mumbai #maharashtra #sunset #NokiaMobile #expectmorepic.twitter.com/c9Wt4RjamG",130,5,7,2019,sunset glow shot nokia 8 1 processed nokiamobile nokiamobilein teamjuju nokiapoweruser nokiamobblog zeisslenses 500px mumbai maharashtra sunset nokiamobile expectmorepic twitter com c9wt4rjamg,0.0,0.0,neutral
45248,Rumor : HMD will present Nokia 5.2/6.2/7.2 with 3 feature phones at IFA 2019 https://nokiafanss.in/rumor-hmd-will-present-nokia-5-2-6-2-7-2-with-3-feature-phones-at-ifa-2019/ …,23,3,0,2019,rumor hmd will present nokia 5 2 6 2 7 2 with 3 feature phone at ifa 2019 nokiafanss rumor hmd will present nokia 5 2 6 2 7 2 with 3 feature phone at ifa 2019,0.0,0.0,neutral
45291,"In Lap of Nature 
.
Shot on Nokia 7 plus 
@nokiamobilein #nokia7plus #mynokiamoment
.
#mountainvelly #skylover #skyporn #nokia7plusphotography #BBCwildlifePOTD #waterfalllover #inlapofnature #mountainvelly #wilsonhillmonsoons #nokiaphotographer #beautyofdharmpur #wilsonhillpic.twitter.com/Z1gzOnhxyt",55,7,1,2019,lap nature shot nokia 7 plus nokiamobilein nokia7plus mynokiamoment mountainvelly skylover skyporn nokia7plusphotography bbcwildlifepotd waterfalllover inlapofnature mountainvelly wilsonhillmonsoons nokiaphotographer beautyofdharmpur wilsonhillpic twitter com z1gzonhxyt,0.0,0.0,neutral
45292,(Last day) Biggest discount on Nokia 6.1 Plus | Amazon Freedom Sale https://nokiafanss.in/last-day-biggest-discount-on-nokia-6-1-plus-amazon-freedom-sale/ …,25,3,1,2019,last day biggest discount nokia 6 1 plus amazon freedom sale nokiafanss last day biggest discount nokia 6 1 plus amazon freedom sale,0.0,0.06666666666666667,neutral
45317,Nokia 6.1 gets a price cut in India http://dlvr.it/R7xGf0 ,33,3,0,2019,nokia 6 1 get price cut india dlvr r7xgf0,0.0,0.0,neutral
45338,"Isilomo
Whick kain of vibration dance is this
Abi dd u swallow the nokia 3320

#BBnaijapic.twitter.com/U2EtRxcRKe",109,15,24,2019,isilomo whick kain vibration dance this abi dd swallow nokia 3320 bbnaijapic twitter com u2etrxcrke,0.0,0.0,neutral
45543,Galliano print dress and nokia phone case? The taste...unparalleled. https://twitter.com/BriMalandro/status/1147527092738940934 …,257,35,0,2019,galliano print dress nokia phone case taste unparalleled twitter com brimalandro status 1147527092738940934,0.0,0.0,neutral
45570,princess nokia and AOC.....have you ever seen them in the same room  pic.twitter.com/KNqeh9h4ZX,56,7,1,2019,princess nokia aoc have you ever seen them same room pic twitter com knqeh9h4zx,0.0,0.125,neutral
45595,Wse yeah video kia nokia 3310 sy ban rhi thi #مریم_کی_فلمیں,20,26,2,2019,wse yeah video kia nokia 3310 sy ban rhi thi مریم_کی_فلمیں,0.0,0.0,neutral
45671,i tried changing my password to princess nokia's bank account but it said I needed numbers https://twitter.com/fvckstration/status/1144352332693626890/video/1 …,58,0,4,2019,tried changing my password princess nokia bank account but said needed number twitter com fvckstration status 1144352332693626890 video 1,0.0,0.0,neutral
45743,"There is ""Night Mode"" in Nokia Daredevil's camera & source of leaked images deletes his tweets https://nokiapoweruser.com/there-is-night-mode-in-nokia-daredevils-5-2-camera-source-of-leaked-images-deletes-his-tweets/ …pic.twitter.com/eKoSRNjbmc",78,3,3,2019,there night mode nokia daredevil camera source leaked image deletes his tweet nokiapoweruser com there night mode nokia daredevil 5 2 camera source leaked image deletes his tweet pic twitter com ekosrnjbmc,0.0,0.0,neutral
